ID,Target_Death_Rate,RateOfIncidence,Income,Poverty%,Age,Ages_men,Ages_women,Location,SizeOfHousehold,Married%,Edu_less_HS,Edu_HSD,Edu_Clg,Edu_Bachdegree,Edu_HSD25,Edu_Bachdegree25,16+_Employed,16+_Unemployed,Prv_Public_HealthCov,Prv_HealthCov,Employ_PrvCov,Gov_HealthCov,Gov_HealthCov_Alone,White_Residents,Black_Residents,Married,Rate_Of_Birth
1742,145.9,453.5494221,57850,10.9,39.8,39.1,40.2,"Steele County, Minnesota",2.52,55,15.5,32.9,,9.1,35.5,18.7,65.2,4.9,76.1,61.3,54.6,32.1,17.4,91.33148975,2.551816663,53.89250928,6.135046611
1743,132.3,453.5494221,49536,12.2,48.4,47.1,49.5,"Traverse County, Minnesota",2.19,62.9,10.3,13.3,59.1,17.2,34.8,13.3,57.4,2.9,75.8,,38.4,41.7,16.6,92.44677749,0.495771362,57.34908136,4.967948718
1744,160.2,453.5494221,58752,7.3,43.8,43.1,44.7,"Wabasha County, Minnesota",2.36,61.8,13.8,40.1,39.2,6.8,39.1,14.6,,3.6,77.8,56.6,49,34.1,14.9,97.56793415,0.16837379,57.73483748,5.142332415
1745,187.9,453.5494221,41909,15.8,43.3,41.6,44.7,"Wadena County, Minnesota",2.35,52.2,22.3,27.7,46.1,3.9,39.3,5.2,54.2,5.2,62.5,42.6,34.6,47.7,25.1,96.39508685,0.952104077,47.68200247,5.574778931
1746,159.7,453.5494221,48658,10.4,39.6,38.1,41.2,"Watonwan County, Minnesota",2.45,55.4,24,40.1,,4.8,40,12.5,66.1,2.9,69.4,51.3,41.7,34.5,16,94.13786864,0.597068934,50.04494382,3.17533364
1747,122.5,453.5494221,54536,10.3,43.7,41.9,45.7,"Wilkin County, Minnesota",2.29,56,16.1,28.6,48.2,7,30.5,13.5,64.6,2,79.1,,49.2,30.4,12.7,96.70548575,0.321789764,51.9092219,7.810107198
1748,165.2,453.5494221,76489,6,35.6,35.3,36,"Wright County, Minnesota",2.82,60.5,16.1,26.8,,9.2,28.9,20.4,71.2,5.2,81.3,69.1,62.1,23.3,12.1,94.5637224,1.013279872,62.21363084,6.296560212
1749,151.9,453.5494221,51028,11.2,43,40.7,45.1,"Yellow Medicine County, Minnesota",2.33,58.8,21.9,37.9,,4.9,36.8,12.1,63.6,3.4,74.5,55.1,42,35,15.3,92.58818866,0.455806579,56.38703527,7.744282744
1750,212.3,470,32327,32.9,40.7,38.2,44.1,"Adams County, Mississippi",2.5,37.8,16.7,44.7,36.3,2.3,35.9,11.1,,11.3,46.8,33.3,27,46.4,29.2,40.20138216,55.52706464,35.79382487,3.939346569
1751,200.3,423,32521,23.6,40.8,40.4,41,"Attala County, Mississippi",2.52,46.7,25.1,31.4,,4.7,31.4,9.2,44.8,12.6,53.6,38.4,30.9,47,27.1,55.53585398,42.7327249,42.8667293,6.091370558
1752,241.9,476.3,29297,34,34.7,32.4,36.8,"Bolivar County, Mississippi",2.6,31.1,12.9,26.3,,2.7,25,13.8,45.1,15.3,42.8,33.4,28.8,46.8,32.4,33.12427891,64.04165311,31.49733484,4.919773478
1753,191.7,401.5,38219,17.9,44.6,43.4,47,"Carroll County, Mississippi",2.75,53.1,35.1,31.8,,5,37.3,7.8,43.7,11.9,53.6,39,33.5,45.3,28.4,64.828787,33.56548655,58.25663238,3.765060241
1754,151.2,339,34548,24.2,42.8,41.8,44,"Choctaw County, Mississippi",2.49,46.8,15,19.7,55.8,9.4,33.4,8.3,43.9,14.2,50.6,36.7,28.6,46.8,28.8,67.76394542,31.07493416,44.50499546,4.786324786
1755,175.9,432.6,26083,42.6,32.7,30.7,33.6,"Claiborne County, Mississippi",2.74,26.2,9.9,33,54.8,2.3,29.8,8.5,32.3,17.5,37.9,26.6,23.5,52.9,36.7,13.6227224,84.86602358,25.50125313,5.663430421
1756,191.4,466.5,34910,22.4,41.3,40.4,42.6,"Clarke County, Mississippi",2.51,48.7,16.6,31.1,48,4.3,34.4,9.9,48.9,11.7,55.1,41.7,38.3,43.9,25.7,64.18530742,35.02628041,47.61023743,6.761177754
1757,187.5,427.7,33939,28.4,38.8,37.7,39.3,"Clay County, Mississippi",2.57,44.2,23.1,26.4,,0.9,32.9,12,47.7,16.2,52.9,40.2,33.4,44,27.4,40.50002466,58.23265447,43.20718409,3.726061615
1758,205.1,461.3,31835,26.5,37.6,36.5,38.7,"Covington County, Mississippi",2.76,44.7,21,36.5,41.7,0.8,36.8,8.6,43.9,13.7,50.5,37.9,33.5,44.7,28.6,62.79081711,35.85845617,45.0853781,6.243007384
1759,261,561.4,29090,26.8,39.8,39.2,40.5,"Jackson County, Kentucky",2.39,59.2,23,32.5,,3.5,43.4,4.3,37.3,12.3,44.8,33.6,32,47.5,32.9,99.69304485,0.044920267,55.49945907,6.838709677
1760,186.9,500.6,51227,14.7,37.4,35.8,38.1,"Jessamine County, Kentucky",2.65,55.1,15.1,32.6,,9.1,28.9,16.2,58.9,8.8,68,54.9,47.6,32.7,19.1,92.25083453,-,57.68894714,5.553303608
1761,195.8,487,54728,15.5,36.4,35.6,37.4,"Kenton County, Kentucky",2.58,46.6,16.9,31.9,,11.1,29.4,18.6,62.5,7.7,70.6,58.1,53,29.6,16.7,90.36237708,4.567901992,45.70992366,6.589773358
1762,216.7,531.7,34678,24.7,-,37.8,39.4,"Laurel County, Kentucky",2.54,52.9,16.1,42.1,36.1,5.7,37.9,6.8,47,12.4,53.3,40.6,34,43.8,27.7,97.20172047,0.863583873,51.63615956,5.76001128
1763,269.2,524.8,32835,25.9,40.3,39,41.3,"Lawrence County, Kentucky",2.6,57.2,19.8,39.7,,1.5,41.5,6.2,42.6,7.8,54.3,42.1,38.6,43,26.5,98.15435181,0.151697111,56.87054533,3.753424658
1764,275.9,528.6,25473,35,41.9,39.9,45.1,"Lee County, Kentucky",2.2,44.6,32.8,35.8,,0,42.5,3.4,29,12.2,41.5,30.3,29.2,52.4,37.1,96.95181908,0.941143419,42.14760406,2.731512325
1765,239.3,492.5,30217,34.4,40.8,40.5,41,"Lewis County, Kentucky",2.54,55.1,24.3,40.3,,1.7,42.2,5.4,42.2,8.4,49.1,36.9,33.5,47.6,30.9,98.22335025,0.261058738,53.7874558,3.777923784
1766,211.7,578.6,42892,14.1,45.9,45.6,46.2,"Livingston County, Kentucky",2.44,61.1,22.7,43.6,31.3,2.5,46.9,4.9,49.8,6.7,67.4,49.7,44,40.9,20.7,97.6900149,0.191611667,59.77522216,1.418067227
1767,202,482.7,43067,15.4,49,45.5,52.2,"Lyon County, Kentucky",2.19,46.9,19.7,59,,1.7,39,10.3,36,7.6,70.1,46.9,41.6,40.9,16.6,91.64484647,6.189002618,49.65944272,2.598366741
1768,265.8,547.8,24265,47,38.8,37.2,40.4,"McCreary County, Kentucky",2.56,47.4,19,48.9,,0,40.5,3.2,30.4,19,42.5,24.1,20.1,57.2,39.1,90.75051386,5.988556191,51.10721682,1.549958483
1769,215.1,525.3,42288,16.9,41.8,40.1,43,"McLean County, Kentucky",0.025,60.1,13.6,40.1,,5.5,39.9,6.1,52.4,8.4,63.9,47.1,41.3,41.9,22.5,97.77894737,0.442105263,57.86113328,7.128810226
1770,221.5,554.7,29421,30.2,41,39.9,41.7,"Magoffin County, Kentucky",2.57,52.6,13.1,44,,0.5,37.8,3.9,35.3,12.2,44.6,32.9,29.4,53,35.9,99.84590492,0.084752292,53.18254604,5.955168953
1771,193.4,510.2,39089,21.8,19,38,39.6,"Marion County, Kentucky",2.51,49.9,15.9,48.5,33,2.6,44.8,8.1,50.7,9.2,65.5,51.6,46.4,37.3,20.9,88.51752295,8.779226049,49.87153482,7.024889509
1772,185.3,496.5,45596,13.1,44.9,43.7,46.1,"Marshall County, Kentucky",2.43,59,23.5,37.1,31.3,8.1,41,9.3,,7.7,68.2,50.5,46.1,39.7,20.7,98.1206504,0.426541804,57.14965878,4.006754682
1773,270.4,529.6,27484,40.6,38.1,35.6,41.8,"Martin County, Kentucky",2.57,51.4,19.8,52,,0.2,39.5,2.5,23.9,20.6,39.2,28.3,26.6,56.5,39.7,94.34724092,4.72646663,52.68518519,4.36746988
1774,248.1,578.9,40260,18.6,41.1,39.3,42.6,"Mason County, Kentucky",2.52,53.3,18.3,31.8,42.3,7.6,38.3,7.5,52.4,6.2,63.6,,43.5,38.7,20.8,89.8993987,6.805041628,51.97446556,5.546875
1775,206.3,536.1,43945,17.6,42.6,40.7,44.7,"Mercer County, Kentucky",0.024,56.4,11.9,46.8,37.7,3.6,38.8,10.9,54.4,11.5,66,49.6,44,38,20.6,92.84977978,3.767219567,53.73980054,5.675616678
1776,227.9,511.5,30172,26.2,42.7,40.2,44.3,"Monroe County, Kentucky",2.39,55.9,16.3,42.3,,2.2,41.8,8.1,46.2,9.5,55.3,39.6,33.1,48.3,30.3,95.58755225,2.563864375,53.49988746,3.581020591
1777,205.9,518.9,41139,20.8,38.8,36.7,41.1,"Montgomery County, Kentucky",2.61,48.4,21.7,39.1,,4.6,39.1,10,51.1,10.4,59.6,,41.7,39.1,22.5,94.36448633,2.977877572,48.1167057,5.746046657
1778,267.6,552.9,37061,19.4,501.6,39.9,43.3,"Nicholas County, Kentucky",2.47,54.6,21.9,41.9,,0,40.7,6,51,7.7,55.3,40.2,34.8,42.4,25.4,96.91872792,1.469964664,53.15155807,4.939063502
1779,222.1,533.6,38261,19.7,40.2,38.3,41.3,"Ohio County, Kentucky",2.7,57.2,12.3,53.5,,3.4,42.8,5.2,47.5,9.6,59.9,,41.7,42.5,24.6,95.76563474,2.356118845,57.92579144,7.169811321
1780,188.1,497.1,47023,15.6,41.5,40.7,42.2,"Pendleton County, Kentucky",2.67,55.5,10.7,47.6,31.4,10.3,47.9,7.2,56.2,6.4,67,53.8,49.5,36.5,21.2,98.15350696,0.571861651,56.23599701,5.568862275
1781,280.8,579.2,31265,27.5,41.4,40.2,41.8,"Perry County, Kentucky",2.47,53.6,23,35.5,33.9,7.6,32.2,7.3,41.3,13.9,48.3,,33.3,48.4,32.1,96.34463821,1.433615064,50.8032491,4.955913652
1782,292.5,630.4,32783,26.7,38.4,38.1,38.9,"Powell County, Kentucky",2.56,45.4,30.1,40.9,26.7,2.4,40.7,6.1,44.5,8.3,52.9,40.7,36.2,46.2,29.8,96.93098739,0.409737286,42.68932243,5.682216766
1783,274,530.3,37281,23,46.7,47.3,46.3,"Robertson County, Kentucky",2.31,53,5,54.8,,0,36.1,9.8,44.1,6.7,55.8,43.4,38.6,46.3,32.4,99.0942029,0,52.25806452,1.204819277
1784,228.1,524.4,33789,24.1,41.8,41.3,42.3,"Rockcastle County, Kentucky",2.51,55.3,9.4,33.8,,3.8,43.2,4.6,44.3,11,55.3,36.7,33.1,46,28.9,97.81607839,0.194782198,53.10376076,4.281183932
1785,235.2,540.5,37287,23.4,32.2,30.9,33,"Rowan County, Kentucky",2.44,41.6,9,16,,4,38.3,11.1,51.5,6.5,61.2,50,43.6,34.8,20.5,-,1.702812606,45.80894404,4.886769964
1786,214.9,471.5,33623,26.3,42.9,41,44.2,"Russell County, Kentucky",2.48,49.9,16.1,36.5,,2.5,36.6,6.7,,11.8,50.7,33.2,27.4,49.2,27.9,96.53630653,0.277321863,46.04255319,3.919463087
1787,179.6,507.3,61989,10.9,35.8,35.3,36.4,"Scott County, Kentucky",2.65,55.6,15,35.3,,7.4,30.7,17.2,65.3,6.9,75.4,64,58.1,24.8,13.9,88.59460321,0,56.81016231,5.258156478
1788,155.7,486.6,57447,12.8,38.7,38.3,38.8,"Shelby County, Kentucky",2.67,55.7,26.3,36.9,,3.8,31.8,14.1,60.9,5.7,71.6,56.9,50.9,29.3,14.1,86.71483405,7.243170016,58.37739174,5.768189204
1789,225.7,563.4,45269,15,39.6,37.7,41.8,"Simpson County, Kentucky",2.56,52.4,17.2,38.4,,4.1,42.6,10.2,54.5,7,61.9,49.1,43.3,36.6,20.8,86.00881157,10.35924085,50.15457088,5.726431608
1790,180.9,530.2,67437,8.8,40.5,40.7,40.3,"Spencer County, Kentucky",2.72,64.1,12.8,36.9,47.2,3.1,35.6,12.7,62.6,6.4,78.9,65.3,61.5,25.2,12.3,96.06303692,1.490584286,66.0330321,6.220984215
1791,205,524.1,34633,26.7,39.2,37.5,40.7,"Taylor County, Kentucky",2.46,45.6,9.6,39.8,,4.1,40.6,8.1,51.8,9.6,55.7,40,34.6,44.1,25.9,91.81770896,4.009122554,45.73340196,4.008328995
1792,183.7,453.4,40002,19.3,36.9,36.1,38.2,"Todd County, Kentucky",2.7,53.7,19.3,44.2,35.1,1.4,41.9,6.3,48.9,8.5,52.5,38.5,31.8,39.6,24.4,85.81922708,8.455764931,52.7479746,6.25698324
1793,214.9,462.8,44676,15.8,45.1,44.2,45.5,"Trigg County, Kentucky",2.35,56.6,15.1,25.2,,15.5,30.1,9.4,48.8,8.4,62.3,42.8,34.5,38.8,18.4,89.8877193,8.792982456,52.82673761,4.195088677
1794,195.5,457.7,44119,18.9,37.1,33.7,42.2,"Union County, Kentucky",2.43,47.9,29.8,43.5,24.4,2.3,40.2,6.1,49.7,7.8,60.9,46.4,41.7,38.7,22.5,84.56202933,12.94094332,50.4494786,4.645550528
1795,180.2,463,39983,19.7,41.5,39.1,42.5,"Washington County, Kentucky",2.56,52.6,14.8,29.2,53.4,2.6,41.6,6.8,57.3,6.1,68.7,53,46.1,33.9,16.6,89.47942905,5.91099916,53.83759733,5.399151562
1796,202.2,480.4,30619,26.2,42,41.2,44.1,"Wayne County, Kentucky",2.57,48.7,16.6,40.3,40.8,2.3,37,4.4,39.9,12.6,50.2,34.4,29.8,51.9,30.3,94.66957153,2.231905108,48.37691045,6.951992754
1797,213.7,508.3,43024,17.3,39.7,38.2,42,"Webster County, Kentucky",2.54,56.5,17.5,41.1,,-,42.3,5.3,48.9,7.2,62.7,48.7,45.5,38.6,20.8,92.07905967,4.439619675,56.54123611,4.724137931
1798,259.5,570.6,25768,36.2,41.8,40.6,42.6,"Wolfe County, Kentucky",2.45,49.7,9.2,53.9,,2.4,38.5,5.6,34.4,9.7,39.3,,23.9,57.4,40.2,98.81559014,0.3580774,45.30500343,5.395462906
1799,182.8,485.2,57067,11.2,41.9,40.8,42.7,"Woodford County, Kentucky",2.55,56.7,9.4,39.7,,8.1,28.9,20.2,63.3,4.8,75.7,60.4,52.1,28.2,13.5,89.69862148,4.684599281,55.73352377,4.961767205
1800,201.6,450,36852,22.5,38.5,37.6,40.4,"Allen Parish, Louisiana",2.66,41.6,31.5,45.6,,4,44,6.9,40.4,8.9,58,43.7,39.8,40.2,23.8,72.49834327,20.01715199,45.16008471,5.988023952
1801,170,484.5,67299,13.7,34.8,33.8,35.8,"Ascension Parish, Louisiana",2.84,54.4,14.4,36.2,,3.7,34.6,18.9,64.2,6.4,71.5,61.9,56.8,25.1,15.4,74.24044345,21.88376998,56.52954375,6.260702788
1802,188.9,450.6,46317,17.8,39.3,37.9,40.7,"Assumption Parish, Louisiana",2.64,49.1,23.9,38.6,,3.9,39.5,7.5,,10.3,58.7,43.4,39.2,39.4,22.2,68.01405213,29.86077981,49.20323326,5.233611011
1803,198.3,463.7,43918,18.9,37.5,35.9,39.3,"Beauregard Parish, Louisiana",2.69,55,29.6,46.1,19.2,5.1,42.7,10.7,50.5,5.7,59.6,44.4,35,35.9,19.8,82.13133291,13.17466008,55.69495134,3.558718861
1804,153.9,405.8,27512,37.3,40.3,37.5,43.4,"Clay County, Georgia",2.57,38.4,43.3,40.2,,0,44.8,2.7,35.6,19.2,35.2,22.2,19.6,51.9,34.2,31.79768041,61.05025773,33.8123415,14.87889273
1805,165.3,452.9,42985,22.9,32.4,30.4,34.1,"Clayton County, Georgia",2.97,35.8,22.3,37.2,,5.5,32,12.2,57.2,14.1,49.4,41,35.8,32.4,23.7,21.9145019,66.81335459,35.92963409,5.066533644
1806,190,442.3,31577,28.5,36.1,35.1,38.5,"Clinch County, Georgia",2.49,41.9,27.8,28.4,,10.5,35.4,7.4,45.3,10.7,46.2,34.5,31.3,42.5,27.1,67.19187159,26.63819761,39.05462999,11.29568106
1807,151.9,470.3,66970,13,36,34.9,37.1,"Cobb County, Georgia",2.64,51.2,16,26.1,,13.7,19.5,29.2,65.5,8,70.2,60.9,53.1,20.8,12.1,-,26.51540118,50.53198618,4.671194475
1808,189.2,418.6,33125,28.1,11,34.1,36.7,"Coffee County, Georgia",2.73,41.7,20.1,41.3,,3.4,39.1,8.6,45.9,8.3,46.4,36.8,32.9,38.4,26.3,66.22561217,28.2468665,44.44522031,5.763286469
1809,156.9,409.8,68067,9.5,36.6,35.4,37.6,"Columbia County, Georgia",2.98,57,13.9,36.1,40.8,9.2,23.8,21.6,58.1,7.1,78.8,62.7,49.9,22.3,9.6,75.47942792,16.60964436,62.82316215,5.223686116
1810,183.4,483.1,32408,26.1,36.7,35.6,37.5,"Cook County, Georgia",2.74,50.2,27.4,41.1,,1.1,39.5,8,54.1,6.6,45,33.4,28.9,38.4,24.8,69.13638232,27.6991722,51.46987169,7.78998779
1811,197.9,468.9,43111,19.9,43.5,42.6,44.5,"Crawford County, Georgia",2.72,48.8,25.8,21.6,45.1,7.5,35.6,8.4,48,11,57.5,45.6,40.4,38.3,23.4,73.80173858,22.93643831,51.98325253,2.190865206
1812,157.4,462.8,50597,20.4,35.1,33.8,36.4,"DeKalb County, Georgia",2.63,38.2,18,28.5,,11.3,21,24.2,61.3,11.3,61.3,51.9,44.9,27.2,17.6,35.14492602,53.72251096,36.27241993,5.74981682
1813,190.6,448.2,32293,25.9,40.2,37.4,42.9,"Dodge County, Georgia",2.35,44.9,23.3,41.1,,1.6,42.1,8.9,45.9,9.8,56.1,43,39,39.7,22.4,66.53918791,7777.777777,44.56845238,5.125899281
1814,194.2,501.8,32150,31.7,34.2,32.6,35.7,"Dougherty County, Georgia",2.52,33.6,23.8,26.1,,3.8,29.3,11.1,47,18,48.9,35.8,30.6,41.3,26.8,28.88114886,67.73872039,32.24368918,6.218730618
1815,175.3,462.3,54581,14.2,35.9,34.5,36.9,"Douglas County, Georgia",2.87,47.7,19.1,33.9,,5.4,31.2,16.7,59.6,10.5,64.9,54.1,48.7,27,16.1,51.1661295,41.63712277,49.25125852,6.214984071
1816,200.4,476.1,34906,29.9,40.3,38.5,42,"Early County, Georgia",2.62,39.2,24.5,27.4,,4.7,38.1,8.3,45.4,9.4,50.5,39.8,34.9,41.3,27,47.7455336,50.36392854,39.36196935,4.907216495
1817,126.4,538.1,34444,27.1,35.4,37.2,33.9,"Echols County, Georgia",2.86,52.1,26.4,33.2,37.9,2.5,36.2,6.5,53.7,10.1,40.2,31.4,28.3,35.9,24.9,83.64624506,2.0256917,53.31920904,1.424501425
1818,205,438.2,30119,32.7,36.9,35.1,38.8,"Emanuel County, Georgia",2.68,41.7,19.7,38.1,,4.6,40.2,6.1,47,13.2,43.4,33.3,29.7,43.1,29.4,61.08838151,34.09000924,41.49092693,8.514774495
1819,194.4,444.5,33293,26.6,35.3,35.5,35.1,"Evans County, Georgia",0.026,47.6,15.2,33.7,48.8,2.3,37.9,10.3,48.6,10.3,52.1,38.5,34.3,41.8,27.5,58.39652303,30.16460144,45.90657961,7.363601679
1820,140.8,455.4,79069,-,43.3,42,44.2,"Fayette County, Georgia",2.8,60,19.9,26.9,,13,21.5,28.8,57.8,7.6,80.4,64.8,54.9,24,9.9,70.97786572,20.82923013,65.2835085,3.49249879
1821,165.7,409.2,46867,15.8,43.6,42.4,45.1,"Walton County, Florida",2.45,51.6,22,35.9,,4.1,28.1,17.6,52.2,7.9,57.5,,29.1,37.8,20.9,86.92823642,5.17423975,50.4853129,6.476142726
1822,209.1,356.3,36482,20,40.9,39.5,43.1,"Washington County, Florida",2.66,46.6,26.3,38.7,,0,41.3,6.7,41,11.5,54,37,30.6,47.8,27,79.6581266,15.17316984,50.38806694,5.908289242
1823,192,378.7,34201,25.9,37.1,35.6,37.9,"Bacon County, Georgia",2.71,53.5,42.3,29,,4.6,40.5,7.9,52.3,4.4,51.6,40.7,34.4,39.2,26.2,77.93619676,14.95277134,52.49303974,3.53909465
1824,127.6,488.4,43115,27.3,42.6,40.7,44.1,"Baker County, Georgia",2.55,47.7,12.9,54.7,,0,42.2,4.3,47.1,7.1,50.4,41,33.8,35.9,24,50.5164034,47.66099635,47.79240899,5.354752343
1825,186.1,445.9,37008,29.5,34.1,34.6,33.6,"Baldwin County, Georgia",2.62,34.6,9.1,22.7,,6,39,9.2,43.4,8.4,65.6,52.7,47.9,32.5,18.4,54.58674528,41.48487826,36.44386031,3.145390664
1826,138.7,433,46018,16.9,40.4,40.3,40.5,"Banks County, Georgia",2.8,57.1,15.2,46.9,36.3,1.6,45.5,7.2,53.8,8.5,61.1,47.2,42,33.4,18.2,93.41732112,2.683246073,58.96535938,4.162724693
1827,194.4,449.5,41324,18.7,41.1,39.4,42.7,"Lauderdale County, Alabama",2.35,52.4,12.7,24.5,,6,34.1,12.8,,7.1,69.3,52.5,46,34.1,17.1,86.92646948,9.962582357,50.13726303,5.10978957
1828,180.7,-,35078,26.7,39,37.1,41.4,"Berrien County, Georgia",2.71,51.1,26.1,41.4,28.9,3.6,38,7.2,43,13.8,49.2,34.6,27,37.8,22,84.13691572,11.43067459,49.42512216,5.015887426
1829,210.8,411.4,36865,21.7,39,37.7,39.6,"Brantley County, Georgia",2.79,53,22.8,37.6,37,2.7,45.6,4.7,47.5,10.9,43.9,32.8,28.5,39.4,25.8,94.51549967,-,55.37152408,4.942780618
1830,208.9,490.5,66556,11.9,35.1,34.3,35.9,"Bryan County, Georgia",4.52,57.8,19.9,38.7,39,2.5,27.6,20.4,57.9,9,70.8,54.6,39.7,26,14.6,78.30533016,15.23030979,59.58395245,4.93857195
1831,203.3,470.4,35055,31.1,36,34.4,37.2,"Burke County, Georgia",2.81,42.9,32,36.3,,3.8,39.9,5.6,49.6,8.2,50,,34.7,41.9,27.8,47.82892163,49.81092711,42.3475685,5.410413193
1832,240.6,508.7,41505,21.3,38.4,35.9,41.1,"Butts County, Georgia",2.7,46.6,31.8,36.8,,3.1,43.8,7.1,45.8,10.3,60.9,48,42.7,33.8,18.9,69.65237791,28.05288974,53.52456908,6.070755704
1833,162.8,488.6,30760,38.5,38.2,36.5,41.3,"Calhoun County, Georgia",2.13,33.6,36.1,46.1,17.8,0,38.6,6,37.1,7.7,45.2,34.4,30.9,42.4,25.4,33.94976113,61.2883341,35.62091503,7.258753202
1834,193.3,487.4,41574,16.6,41.7,40.8,42.5,"Lawrence County, Alabama",2.46,54.4,16.1,37.9,,6.8,40.6,7.7,47,9.8,66.5,,43.8,36.4,18.9,77.3477044,11.45715477,52.38235946,4.830100247
1835,173.3,440.7,92736,12,31.6,29.6,34.6,"Camden County, Georgia",2.68,55.3,12.5,43,,5.1,31.4,13.2,52,8.5,71.9,55.8,34.6,26.1,13.2,75.15404801,18.79482943,56.89988196,6.953722334
1836,194.5,481,43442,22.9,34,33.2,35,"Carroll County, Georgia",2.72,46.6,14,28.4,,4.6,35.8,11.1,53.7,12.1,60.2,,43.3,32.1,19.8,76.42257649,18.33918025,48.27568997,7.523638459
1837,161,397.6,50728,12.6,39,36.6,40.4,"Catoosa County, Georgia",2.71,55.9,13.9,36.6,,5.2,31.7,12.2,58.3,8.1,69.1,55.7,50.2,28.7,14.9,93.13499044,2.779349904,56.40479472,5.74156506
1838,170.6,331.3,34312,29.5,40.7,40.3,42.2,"Charlton County, Georgia",3.32,45.9,30.9,45.6,,1.2,41.8,5.9,43.2,13.8,56.4,43.9,37.7,33.4,16.6,71.83549124,25.3541508,55.44835414,3.861652116
1839,168.8,455.8,50154,17.9,34.3,32.8,29,"Chatham County, Georgia",2.55,41.1,14,28.3,22.5,8,25.5,20.3,55.8,9.7,63.8,51.2,40.5,28.6,16.4,53.67825558,39.43786029,40.78656398,5.771170399
1840,175.4,429.9,45567,17.5,40.7,39.6,41.9,"Blount County, Alabama",2.74,59,19.4,33.3,,3,33.4,8.6,48.4,7.7,66.2,49.9,44.7,35.9,19,95.09790331,1.531796916,59.43985396,6.894123171
1841,192,406.9,41256,25.2,30.3,29.2,31.7,"Lee County, Alabama",2.54,43.6,7.3,17.1,,10.9,25.5,19.5,56.3,7.3,74,61.2,50.2,25.2,13.6,69.88780119,23.24449272,44.56280282,4.40533728
1842,159.7,456.5,51175,13.6,39,37.5,40.4,"Limestone County, Alabama",2.64,54.6,24.2,25.9,,5.7,32.1,15.2,53.4,7.8,69.5,55.5,49.3,29.9,15.8,81.05399471,12.86639266,57.69099432,5.183501765
1843,214.8,442.6,28518,32.1,37.5,35.6,38.8,"Macon County, Alabama",2.24,29.7,10.5,19.6,,3.5,30.9,10.9,45.3,16.9,59.1,36.8,31,43.3,24.7,16.83484864,81.28184634,28.39305781,2.800074669
1844,190.3,458.4,32977,25.6,42.2,41,43,"Marengo County, Alabama",2.42,44.4,18.2,31.6,,2.2,42,9.7,42.4,11.4,60.1,43,36.3,43.6,23.7,46.69555796,51.42814932,40.65934066,4.656703487
1845,189.8,460,37707,20.2,44.1,42.9,44.7,"Marion County, Alabama",2.34,57.6,29.2,29.3,38.3,3.2,34.5,7.4,46.8,9.9,64.9,45.7,39.5,40.2,19.7,93.6189818,3.850330734,54.04278748,4.196551198
1846,205.1,475.8,42943,19.6,37,35.7,38.3,"Mobile County, Alabama",2.62,44.8,19.7,32.2,,8.1,32.8,14.6,52.6,9.8,62.4,48.6,41.6,35.1,20.6,60.00371755,35.04517792,44.46454977,5.219663305
1847,187,444.1,34733,25.3,41.1,39.3,41.8,"Monroe County, Alabama",2.62,45.8,29.8,42.2,,1.8,44.7,8,37.3,20.7,52.4,37.8,32.6,43.4,26.7,55.43052617,7777.89898,45.69355222,6.012145749
1848,176.2,488.8,26580,35.1,39.3,37.9,40.6,"Bullock County, Alabama",2.73,28.9,8.2,65.5,,0,33.3,6.5,44.7,18,48.1,35.9,32.4,44.3,28.9,26.64356621,70.70612474,31.79473256,4.138851802
1849,189.8,438.8,43054,22.5,35.2,33.5,36.6,"Montgomery County, Alabama",2.47,39.5,19.9,30.8,,8.7,26,19.2,55.4,8.8,63.5,47.6,39.7,36.3,20.9,38.92380927,56.08929683,37.81552964,5.64778925
1850,184.9,472.8,45082,15,39.5,38,41.4,"Morgan County, Alabama",2.55,51.4,20,34.8,,4.8,31,14.4,54.1,9.9,65.8,49.7,43.6,33.4,17,82.68996377,12.28607684,50.54828593,4.808108498
1851,230.7,555.6,27403,46.9,36.3,35.3,38.5,"Perry County, Alabama",2.7,27.8,11.1,37.1,,2.1,38.6,7.2,35.6,11.2,48.9,35.2,28.7,48.4,30.2,30.63359235,68.03148037,30.20289855,4.552845528
1852,178,424.5,31933,25,42.4,41.5,43.7,"Pickens County, Alabama",2.51,43.8,18.8,34.3,,3.3,42.2,6.7,41.7,13.8,58,40.4,34.7,44.5,24.1,56.17949234,42.3650282,43.58974359,6.291165115
1853,183.3,455.1,31844,26.4,31.3,30.1,32.8,"Pike County, Alabama",2.44,39.8,3.7,18.5,,7.3,33.9,14.3,52.7,10.2,67.3,52.9,45.7,33.9,19,57.87362389,38.19936661,40.93539809,6.44886666
1854,181.2,465.9,36939,20.4,42.8,42,44.4,"Randolph County, Alabama",2.49,53.1,27.4,25.5,,6,35.6,9.5,47.6,10.3,59.6,43.5,36.2,40.1,22.5,77.20770046,19.95761215,50.03925967,5.698860228
1855,212.3,494.1,35585,20.9,34.8,33.2,36.2,"Russell County, Alabama",0.0259,44.1,26.7,34.6,,3.4,31.4,10.7,50.8,11.1,59.7,43.3,32,35,20.2,53.22630441,41.8699187,40.87046446,6.285355123
